language_code,bad_word
fr,de mes deux
fr,des couilles
fr,diarrhée
fr,djoc
fr,does
fr,doeser
fr,doigter
fr,drisser
fr,drouille
fr,ducon
fr,duconnot
fr,dugland
fr,débagouler
fr,débander
fr,déboiter
fr,débroussailler la tranchée
fr,décharger
fr,déconnade
fr,déconne
fr,déconner
fr,décrisser
fr,déculer
fr,décâlisser
fr,défoncer
fr,défonceur
fr,défourailler
fr,dégager
fr,dégueulassement
fr,dépucelage
fr,dépuceler
fr,désengorger
fr,emmancher
fr,emmanché
fr,emmerdant
fr,emmerder
fr,emmerdeur
fr,emmerdeuse
fr,emmerdé
fr,empapaoutage
fr,en avoir deux
fr,en avoir plein le cul
fr,en avoir plein les couilles
fr,en chier
fr,enconnade
fr,enconner
fr,encuguler
fr,enculade
fr,enculade de mouche
fr,enculagailler
fr,enculage
fr,enculage de mouche
fr,enculage de mouches
fr,enculailleur
fr,enculatoire
fr,enculement
fr,enculer
fr,enculer les mouches
fr,enculerie
fr,enculette
fr,enculeur
fr,enculeur de mouches
fr,enculeurs
fr,enculeuse
fr,enculé
fr,enculé de ta mère
fr,enculé de ta race
fr,enculée
fr,enfant de chienne
fr,enfant de putain
fr,enfant de pute
fr,enfiler
fr,enfler
fr,enfoirer
fr,enfoiré
fr,enfoirée
fr,engrosser
fr,enorme teub
fr,entuber
fr,envoyer
fr,envoyer chier
fr,envulver
fr,estie
fr,"et mon cul, c’est du poulet"
fr,exploser
fr,exploser le terrier
fr,face de pet
fr,faciale
fr,faire
fr,faire chier
fr,faire chier la bite
fr,faire crapahuter le flemmard
fr,faire sa pute
fr,faire sprinter l’unijambiste
fr,fan de putain
fr,fant de pute
fr,ferme ta gueule
fr,fermer sa gueule
fr,fermer son claque merde
fr,fermer son claque-merde
fr,fesse
fr,fif
fr,fifi
fr,fille de pute
fr,fille à pédés
fr,fils de bâtard
fr,fils de chienne
fr,fils de garce
fr,fils de putain
fr,fils de pute
fr,fils de ta race
fr,fils-de-puterie
fr,fion
fr,fiotte
fr,fister
fr,foirade
fr,folle
fr,foufoune
fr,foufounette
fr,fouille-merde
fr,foune
fr,fourbir
fr,fourrer
fr,foutage de gueule
fr,fouteur
fr,foutoir
fr,foutre
fr,foutre en l’air
fr,foutre la merde
fr,foutre sur la gueule
fr,foutriquer
fr,fuck
fr,fuck me boots
fr,fucker
fr,garage à bite
fr,garage à bites
fr,gerbe
fr,gerber
fr,glaoui
fr,glisser
fr,gnasse
fr,gniouf
fr,gnoul
fr,gosse
fr,gougnote
fr,gougnoter
fr,gouine
fr,gourdin
fr,gousse
fr,graine
fr,grande folle
fr,grogniasse
fr,gros
fr,gueule
fr,gueuler
fr,imbaisable
fr,imbitabilité
fr,imbitable
fr,j'espère que tu vas crever
fr,je te chie sur la gueule
fr,joual vert
fr,jouir
fr,la putain de ta mère
fr,laisser pisser le mérinos
fr,langue de pute
fr,latter
fr,limer
fr,lopette
fr,lèche-cul
fr,lécher le cul
fr,manche à couilles
fr,mange mes couilles salope
fr,mange-merde
fr,maquerellage
fr,matos
fr,melon
fr,merdasse
fr,merde
fr,merder
fr,merdeuse
fr,merdeux
fr,merdicité
fr,merdier
fr,merdogène
fr,mes couilles le temps se brouille
fr,mettre dans l’os
fr,mettre la misère
fr,mettre la quenelle dans le shaker
fr,mettre le nez de quelqu’un dans sa merde
fr,mettre sur la gueule
fr,meuf
fr,mijole
fr,minou
fr,miserere
fr,mollard
fr,mon caca dans ta face
fr,mon cul
fr,mon vier
fr,morue
fr,motocultable
fr,mouille
fr,mouiller
fr,moule
fr,moule-bite
fr,mouron
fr,ménage a trois
fr,ménage à trois
fr,ne plus se sentir pisser
fr,ne rien branler
fr,negro
fr,nique sa mère
fr,nique ta mère
fr,nique ta mère la grosse pute
fr,nique ta mère la pute
fr,nique ta mère la salope
fr,nique ta mère tout court
fr,nique ta race
fr,nique ton père
fr,nique ton voisin
fr,niquer
fr,niquer sa mère
fr,noune
fr,nul à chier
fr,nulach
fr,nulach’
fr,nègre
fr,n’en avoir rien à foutre
fr,"oh hisse, enculé"
fr,ordure
fr,oui ou merde
fr,pachole
fr,palucher
fr,panier
fr,papier-cul
fr,parachuter un Sénégalais
fr,pare-choc
fr,pare-chocs
fr,"parle à mon cul, ma tête est malade"
fr,partir en couille
fr,pays-bas
fr,peau de zob
fr,peler
fr,penser avec sa bite
fr,penser avec sa queue
fr,pet sauce
fr,pignoler
fr,pine
fr,piner
fr,pinocumettable
fr,pinocumettre
fr,pipe
fr,pipi
fr,pisse-au-lit
fr,pisse-copie
fr,pisser
fr,pisser de la copie
fr,pisser sa côtelette
fr,pisser à la raie
fr,pisseur
fr,plan cul
fr,planter le javelot dans la moquette
fr,plotte à cash
fr,plume
fr,poche
fr,pogne-cul
fr,poil
fr,pomme à l’huile
fr,pomper
fr,porc
fr,pouffiasse
fr,pougner
fr,pour les couilles du pape
fr,pourrir
fr,pousse-crotte
fr,pousser une gueulante
fr,poutrer
fr,putain
fr,putain de bordel de merde
fr,putain de merde
fr,putain de sa mère
fr,putain de sa race
fr,putain de ta race
fr,pute
fr,pute borgne
fr,pute de luxe
fr,pédale
fr,pédoque
fr,pédé
fr,pédé comme un Grec
fr,pélot
fr,péter
fr,péter dans la soie
fr,péter le cul
fr,péter les couilles
fr,queue
fr,queutard
fr,qu’il aille se faire foutre
fr,qu’ils aillent se faire foutre
fr,qu’on l’encule
fr,raccrocher à la gueule
fr,radasse
fr,ramener
fr,ramoner
fr,ramoner le trou de balle
fr,ras la touffe
fr,ras-la-moule
fr,ras-les-fesses
fr,ratisser le bunker
fr,refucker
fr,repas
fr,retourne aux asperges
fr,rien à enculer
fr,rien à foutre
fr,riflard
fr,rondelle
fr,roubignole
fr,roupette
fr,rouston
fr,récurer la marmite
fr,réempaffer
fr,sa mère
fr,sac à foutre
fr,sac à merde
fr,saint-chrême
fr,saint-ciboire
fr,saint-crême
fr,saint-sacrament
fr,saint-simonaque
fr,salaud
fr,salopard
fr,salope
fr,saute-au-paf
fr,sauter
fr,schleu
fr,schnek
fr,se branler les couilles
fr,se casser la gueule
fr,se casser le cul
fr,se casser le tronc
fr,se casser les couilles
fr,se cirer le manche
fr,se contrecrisser
fr,se contrefoutre
fr,se câlisser
fr,se doigter
fr,se désenclaver la péninsule
fr,se faire enculer
fr,se faire pousser au cul
fr,se foutre de la gueule de
fr,se geler le croupion
fr,se geler le fion
fr,se geler les couilles
fr,se magner le cul
fr,se manger les couilles
fr,se ronger le cul à la vinaigrette
fr,se sortir les doigts du cul
fr,se taper
fr,se taper une queue
fr,se vider les couilles
fr,serin
fr,service trois pièces
fr,shit
fr,simonaque
fr,souchien
fr,souchienne
fr,sous-merde
fr,sphincter
fr,suce
fr,suce-médailles
fr,sucer
fr,s’archifoutre
fr,s’astiquer le poireau
fr,s’en battre
fr,s’en battre lec
fr,s’en battre les couilles
fr,s’en branler
fr,s’en cogner
fr,s’en foutre
fr,s’en foutre comme de l’an quarante
fr,s’en taper
fr,s’occuper de ses fesses
fr,ta bouche
fr,ta gueule
fr,tabarnac
fr,tabarnak
fr,taboune
fr,tafiole
fr,tanche
fr,tantouze
fr,taper
fr,tapette
fr,tapiole
fr,tarlouze
fr,tartissure
fr,taspé
fr,tassepé
fr,techa
fr,tepu
fr,teub
fr,teubasse
fr,teubette
fr,teuch
fr,teucha
fr,tg
fr,tire-au-cul
fr,tirer son coup
fr,tirer un coup
fr,touche à ton cul t’auras des verrues
fr,touffe
fr,tout de la gueule
fr,trappe
fr,tremper son biscuit
fr,trick
fr,tringler
fr,trique
fr,troncher
fr,trou de balle
fr,trou de cul
fr,trou du cul
fr,trou du cul du monde
fr,trouduc
fr,trouducune
fr,trouer le cul
fr,troufignoler
fr,troufignolerie
fr,troufignoliser
fr,troufignon
fr,truie
fr,turluchon
fr,turlute
fr,turlutte
fr,tuyau
fr,tâter
fr,téléphoner aux Congolais
fr,tête de gland
fr,tête de nœud
fr,va chier
fr,va te faire enculer
fr,va te faire foutre
fr,va te faire une soupe d'esques
fr,vieille
fr,vier
fr,y avoir une couille dans le potage
fr,y avoir une couille dans le pâté
fr,yeule
fr,youpin
fr,youpine
fr,zboob
fr,zboub
fr,zboube
fr,zguègue
fr,zigounette
fr,zizi
fr,à chier
fr,à couilles rabattues
fr,à la con
fr,à la mords-moi
fr,à la mords-moi-le-nœud
fr,à la roule-moi les couilles dans la laitue
fr,à un poil de cul
fr,éburné
fr,écouillé
fr,étrangler le borgne
fr,étron
fr,être couillu
fr,être mou de la bite
fr-CA-u-sd-caqc,calice
fr-CA-u-sd-caqc,criss
fr-CA-u-sd-caqc,crisse
fr-CA-u-sd-caqc,noune
fr-CA-u-sd-caqc,osti
fr-CA-u-sd-caqc,tabarnak
fr-CA-u-sd-caqc,viarge
hi,aand
hi,aandu
hi,badzaat
hi,balatkar
hi,balatkari
hi,behen chod
hi,beti chod
hi,bhadva
hi,bhadve
hi,bhandve
hi,bhangi
hi,bhootni ke
hi,bhosad
hi,bhosadi ke
hi,boobe
hi,chakke
hi,chinaal
hi,chinki
hi,chod
hi,chodu
hi,chodu bhagat
hi,chooche
hi,choochi
hi,choope
hi,choot
hi,choot ke baal
hi,chootia
hi,chootiya
hi,chuche
hi,chuchi
hi,chudaap
hi,chudai khanaa
hi,chudam chudai
hi,chudan chudai
hi,chude
hi,chut
hi,chut ka chuha
hi,chut ka churan
hi,chut ka mail
hi,chut ke baal
hi,chut ke dhakkan
hi,chut maarli
hi,chutad
hi,chutadd
hi,chutan
hi,chutia
hi,chutiya
hi,gaand
hi,gaandfat
hi,gaandmasti
hi,gaandufad
hi,gandfattu
hi,gandu
hi,gashti
hi,gasti
hi,ghassa
hi,ghasti
hi,gucchi
hi,gucchu
hi,harami
hi,haramzade
hi,hawas
hi,hawas ke pujari
hi,hijda
hi,hijra
hi,jhant
hi,jhant chaatu
hi,jhant ka keeda
hi,jhant ke baal
hi,jhant ke pissu
hi,jhantu
hi,kamine
hi,kaminey
hi,kanjar
hi,kutta
hi,kutta kamina
hi,kutte ki aulad
hi,kutte ki jat
hi,kuttiya
hi,loda
hi,lodapa
hi,lodu
hi,lund
hi,lund choos
hi,lund ka bakkal
hi,lund khajoor
hi,lundaapa
hi,lundoo
hi,lundtopi
hi,lundure
hi,maa ki chut
hi,maal
hi,madar chod
hi,mooh mein le
hi,mutth
hi,mutthal
hi,najayaz
hi,najayaz aulaad
hi,najayaz paidaish
hi,paki
hi,pataka
hi,patakha
hi,raand
hi,randaap
hi,randi
hi,randi rona
hi,saala
hi,saala kutta
hi,saali kutti
hi,saali randi
hi,suar
hi,suar ke lund
hi,suar ki aulad
hi,tatte
hi,tatti
hi,teri maa ka bhosada
hi,teri maa ka boba chusu
hi,teri maa ki behenchod 
hi,teri maa ki chut
hi,tharak
hi,tharki
hi,tu chuda
hu,balfasz
hu,balfaszok
hu,balfaszokat
hu,balfaszt
hu,barmok
hu,barmokat
hu,barmot
hu,barom
hu,baszik
hu,bazmeg
hu,buksza
hu,bukszák
hu,bukszákat
hu,bukszát
hu,búr
hu,búrok
hu,csöcs
hu,csöcsök
hu,csöcsöket
hu,csöcsöt
hu,fasz
hu,faszfej
hu,faszfejek
hu,faszfejeket
hu,faszfejet
hu,faszok
hu,faszokat
hu,faszt
hu,fing
hu,fingok
hu,fingokat
hu,fingot
hu,franc
hu,francok
hu,francokat
hu,francot
hu,geci
hu,gecibb
hu,gecik
hu,geciket
hu,gecit
hu,kibaszott
hu,kibaszottabb
hu,kurafi
hu,kurafik
hu,kurafikat
hu,kurafit
hu,kurva
hu,kurvák
hu,kurvákat
hu,kurvát
hu,kúr
hu,leggecibb
hu,legkibaszottabb
hu,legszarabb
hu,marha
hu,marhák
hu,marhákat
hu,marhát
hu,megdöglik
hu,pele
hu,pelék
hu,picsa
hu,picsákat
hu,picsát
hu,pina
hu,pinák
hu,pinákat
hu,pinát
hu,pofa
hu,pofákat
hu,pofát
hu,punci
hu,puncik
hu,pöcs
hu,pöcsök
hu,pöcsöket
hu,pöcsöt
hu,segg
hu,seggek
hu,seggeket
hu,segget
hu,seggfej
hu,seggfejek
hu,seggfejeket
hu,seggfejet
hu,szajha
hu,szajhák
hu,szajhákat
hu,szajhát
hu,szar
hu,szarabb
hu,szarik
hu,szarok
hu,szarokat
hu,szart
it,allupato
it,ammucchiata
it,anale
it,arrapato
it,arrusa
it,arruso
it,assatanato
it,bagascia
it,bagassa
it,bagnarsi
it,baldracca
it,balle
it,battere
it,battona
it,belino
it,biga
it,bocchinara
it,bocchino
it,bofilo
it,boiata
it,bordello
it,brinca
it,bucaiolo
it,budiùlo
it,buona donna
it,busone
it,cacca
it,caccati in mano e prenditi a schiaffi
it,caciocappella
it,cadavere
it,cagare
it,cagata
it,cagna
it,cammello
it,cappella
it,carciofo
it,carità
it,casci
it,cazzata
it,cazzimma
it,cazzo
it,cazzone
it,cesso
it,checca
it,chiappa
it,chiavare
it,chiavata
it,ciospo
it,ciucciami il cazzo
it,coglione
it,coglioni
it,cornuto
it,cozza
it,culattina
it,culattone
it,culo
it,di merda
it,ditalino
it,duro
it,fare unaŠ
it,fava
it,femminuccia
it,fica
it,figa
it,figlio di buona donna
it,figlio di puttana
it,figone
it,finocchio
it,fottere
it,fottersi
it,fracicone
it,fregna
it,frocio
it,froscio
it,fuori come un balcone
it,goldone
it,grilletto
it,guanto
it,guardone
it,imbecille
it,incazzarsi
it,incoglionirsi
it,ingoio
it,l'arte bolognese
it,leccaculo
it,lecchino
it,lofare
it,loffa
it,loffare
it,lumaca
it,manico
it,mannaggia
it,merda
it,merdata
it,merdoso
it,mignotta
it,minchia
it,minchione
it,mona
it,monta
it,montare
it,mussa
it,nave scuola
it,nerchia
it,nudo
it,padulo
it,palle
it,palloso
it,patacca
it,patonza
it,pecorina
it,pesce
it,picio
it,pincare
it,pinnolone
it,pipa
it,pippa
it,pippone
it,pipì
it,pirla
it,pisciare
it,piscio
it,pisello
it,pistola
it,pistolotto
it,pomiciare
it,pompa
it,pompino
it,porca
it,porca madonna
it,porca miseria
it,porca puttana
it,porco
it,porco due
it,porco zio
it,potta
it,puppami
it,puttana
it,quaglia
it,recchione
it,regina
it,rincoglionire
it,rizzarsi
it,rompiballe
it,rompipalle
it,ruffiano
it,sbattere
it,sbattersi
it,sborra
it,sborrata
it,sborrone
it,sbrodolata
it,scopare
it,scopata
it,scorreggiare
it,sega
it,slinguare
it,slinguata
it,smandrappata
it,soccia
it,socmel
it,sorca
it,spagnola
it,spompinare
it,sticchio
it,stronza
it,stronzata
it,stronzo
it,succhiami
it,succhione
it,sveltina
it,sverginare
it,tarzanello
it,terrone
it,testa di cazzo
it,tette
it,tirare
it,topa
it,troia
it,trombare
it,uccello
it,vacca
it,vaffanculo
it,vangare
it,venire
it,zinne
it,zio cantante
it,zoccola
ja,3p
ja,g スポット
ja,s ＆ m
ja,sm
ja,sm女王
ja,xx
ja,いたずら
ja,おしっこ
ja,おしり
ja,おしりのあな
ja,おっぱい
ja,おもらし
ja,お尻
ja,しばり
ja,ちんこ
ja,なめ
ja,ふたなり
ja,ぶっかけ
ja,ぽっちゃり
ja,まんこ
ja,やおい
ja,やりまん
ja,アジアのかわいい女の子
ja,アスホール
ja,アナリングス
ja,アナル
ja,イラマチオ
ja,エクスタシー
ja,エスコート
ja,エッチ
ja,エロティズム
ja,エロティック
ja,オカマ
ja,オシリ
ja,オッパイ
ja,オナニー
ja,オマンコ
ja,オーガズム
ja,カント
ja,カーマスートラ
ja,クリトリス
ja,クンニリングス
ja,グループ・セックス
ja,グロ
ja,ゲイボーイ
ja,ゲイ・セックス
ja,コカイン
ja,ゴックン
ja,ゴールデンシャワー
ja,サディズム
ja,スウィンガー
ja,スカトロ
ja,スカートの中
ja,ストラップオン
ja,ストリップ劇場
ja,スラット
ja,スリット
ja,セクシーな
ja,セクシーな 10 代
ja,セックス
ja,ソドミー
ja,テレフォンセックス
ja,ディック
ja,ディルド
ja,ディープ・スロート
ja,デブ
ja,デートレイプ
ja,トップレス
ja,ドッグスタイル
ja,ニガー
ja,ヌード
ja,ネオ・ナチ
ja,ハードコア
ja,バイブレーター
ja,バック・スタイル
ja,パイパン
ja,パンティー
ja,ビッチ
ja,ファック
ja,ファンタジー
ja,フィスト
ja,フェティッシュ
ja,フェラチオ
ja,フック
ja,プリンス アルバート ピアス
ja,プレイボーイ
ja,ベアバック
ja,ペニス
ja,ペニスバンド
ja,ホモ
ja,ボンテージ
ja,ボーイズラブ
ja,ボールギャグ
ja,ポルノ
ja,ポルノグラフィー
ja,マザー・ファッカー
ja,マスターベーション
ja,ラティーナ
ja,ラバー
ja,ランジェリー
ja,レイプ
ja,レズビアン
ja,ロリータ
ja,ローター
ja,両刀
ja,両性
ja,両性具有
ja,中出し
ja,乱交
ja,乳首
ja,二穴
ja,人妻
ja,人種
ja,児童性虐待
ja,剃毛
ja,勃起する
ja,卍
ja,合意の性交
ja,噴出
ja,売春婦
ja,変態
ja,夢精
ja,大陰唇
ja,女の子
ja,女子高生
ja,女王様
ja,女装
ja,奴隷
ja,嫌い
ja,宦官
ja,射精
ja,尿道プレイ
ja,巨乳
ja,巨根
ja,平手打ち
ja,幼児性愛者
ja,強姦犯
ja,後背位
ja,性交
ja,手コキ
ja,拷問
ja,挿入
ja,支配
ja,新しいポルノ
ja,正常位
ja,殺し方
ja,殺人事件
ja,殺人方法
ja,毛深い
ja,淫乱
ja,潮吹き女
ja,潮吹き男性
ja,獣姦
ja,玉なめ
ja,玉舐め
ja,生殖器
ja,直腸
ja,精液
ja,糞
ja,糞便
ja,糞尿愛好症
ja,緊縛
ja,縛り
ja,肛門
ja,脱衣
ja,膣
ja,自己愛性
ja,茶色のシャワー
ja,裸
ja,裸の女性
ja,覗き
ja,誘惑
ja,貞操帯
ja,足を広げる
ja,足フェチ
ja,輪姦
ja,近親相姦
ja,陰毛
ja,革抑制
ja,騎上位
kab,abbuc
kab,ajeḥniḍ
kab,aqerqur
kab,asxuẓeḍ
kab,awellaq
kab,axuzziḍ
kab,aεeṭṭuḍ
kab,aḥeččun
kab,iwellaqen
kab,iḥeččan
kab,iḥeččunen
kab,qqan
kab,qqant
kab,qqiɣ
kab,qqu
kab,qquɣ
kab,taxna
kab,taḥeččunt
kab,tteqqun
kab,tteqqunt
kab,uqan
ko,강간
ko,개새끼
ko,개자식
ko,개좆
ko,개차반
ko,거유
ko,계집년
ko,고자
ko,근친
ko,노모
ko,니기미
ko,뒤질래
ko,딸딸이
ko,때씹
ko,또라이
ko,뙤놈
ko,로리타
ko,망가
ko,몰카
ko,미친
ko,미친새끼
ko,바바리맨
ko,변태
ko,병신
ko,보지
ko,불알
ko,빠구리
ko,사까시
ko,섹스
ko,스와핑
ko,쌍놈
ko,씨발
ko,씨발놈
ko,씨팔
ko,씹
ko,씹물
ko,씹빨
ko,씹새끼
ko,씹알
ko,씹창
ko,씹팔
ko,암캐
ko,애자
ko,야동
ko,야사
ko,야애니
ko,엄창
ko,에로
ko,염병
ko,옘병
ko,유모
ko,육갑
ko,은꼴
ko,자위
ko,자지
ko,잡년
ko,종간나
ko,좆
ko,좆만
ko,죽일년
ko,쥐좆
ko,직촬
ko,짱깨
ko,쪽바리
ko,창녀
ko,포르노
ko,하드코어
ko,호로
ko,화냥년
ko,후레아들
ko,후장
ko,희쭈그리
nl,aardappels afgieten
nl,achter het raam zitten
nl,afberen
nl,aflebberen
nl,afrossen
nl,afrukken
nl,aftrekken
nl,afwerkplaats
nl,afzeiken
nl,afzuigen
nl,anderhalve man en een paardekop
nl,anita
nl,asbak
nl,aso
nl,bagger schijten
nl,balen
nl,bedonderen
nl,befborstel
nl,beffen
nl,bekken
nl,belazeren
nl,besodemieterd zijn
nl,besodemieteren
nl,beurt
nl,boemelen
nl,boerelul
nl,boerenpummel
nl,bokkelul
nl,botergeil
nl,broekhoesten
nl,brugpieper
nl,buffelen
nl,buiten de pot piesen
nl,da's kloten van de bok
nl,de ballen
nl,de hoer spelen
nl,de hond uitlaten
nl,de koffer induiken
nl,de pijp uitgaan
nl,del
nl,dombo
nl,draaikont
nl,draaikontg
nl,driehoog achter wonen
nl,drol
nl,drolg
nl,drooggeiler
nl,droogkloot
nl,een beurt geven
nl,een halve man en een paardekop
nl,een nummertje maken
nl,een wip maken
nl,eikel
nl,engerd
nl,flamoes
nl,flikken
nl,flikker
nl,gadverdamme
nl,galbak
nl,gat
nl,gedoogzone
nl,geilneef
nl,gesodemieter
nl,godverdomme
nl,graftak
nl,gras maaien
nl,gratenkut
nl,greppeldel
nl,griet
nl,hoempert
nl,hoer
nl,hoerenbuurt
nl,hoerenloper
nl,hoerig
nl,hol
nl,hufter
nl,huisdealer
nl,johny
nl,kanen
nl,kettingzeug
nl,klaarkomen
nl,klerebeer
nl,klojo
nl,klooien
nl,klootjesvolk
nl,klootoog
nl,klootzak
nl,kloten
nl,knor
nl,kont
nl,kontg
nl,kontneuken
nl,krentekakker
nl,kut
nl,kuttelikkertje
nl,kwakkie
nl,liefdesgrot
nl,lul
nl,lul-de-behanger
nl,lulhannes
nl,lummel
nl,mafketel
nl,matennaaier
nl,matje
nl,mof
nl,muts
nl,naaien
nl,naakt
nl,neuken
nl,neukstier
nl,nicht
nl,oetlul
nl,op z'n hondjes
nl,op z'n sodemieter geven
nl,opgeilen
nl,opkankeren
nl,oprotten
nl,opsodemieteren
nl,opzouten
nl,ouwe rukker
nl,ouwehoer
nl,ouwehoeren
nl,paal
nl,paardelul
nl,palen
nl,penoze
nl,penozeg
nl,piesen
nl,pijpbekkieg
nl,pijpen
nl,pik
nl,pleurislaaier
nl,poep
nl,poepen
nl,poot
nl,portiekslet
nl,pot
nl,potverdorie
nl,publiciteitsgeil
nl,raaskallen
nl,reet
nl,"reet trappen, voor zijn"
nl,reetridder
nl,remsporen
nl,reutelen
nl,rothoer
nl,rotzak
nl,rukhond
nl,rukken
nl,schatje
nl,schijt
nl,schijten
nl,schoft
nl,schuinsmarcheerder
nl,shit
nl,slempen
nl,slet
nl,sletterig
nl,slik mijn zaad
nl,snol
nl,spuiten
nl,standje
nl,standje-69
nl,stoephoer
nl,stootje
nl,stront
nl,sufferd
nl,tapijtnek
nl,teef
nl,teefg
nl,temeier
nl,teringlijer
nl,toeter
nl,tongzoeng
nl,triootjeg
nl,trottoir prostituée
nl,trottoirteef
nl,vergallen
nl,verkloten
nl,verneuken
nl,viespeuk
nl,vingeren
nl,vleesroos
nl,voor jan lul
nl,voor jan-met-de-korte-achternaam
nl,watje
nl,welzijnsmafia
nl,wijf
nl,wippen
nl,wuftje
nl,zaadje
nl,zakkenwasser
nl,zeiken
nl,zeiker
nl,zuigen
nl,zuiplap
no,asshole
no,dritt
no,drittsekk
no,faen
no,faen i helvete
no,fan
no,fanken
no,fitte
no,forbanna
no,forbannet
no,forjævlig
no,fuck
no,fy faen
no,føkk
no,føkka
no,føkkings
no,helvete
no,helvetet
no,jævla
no,jævlig
no,kuk
no,kukene
no,kuker
no,morraknuller
no,morrapuler
no,nigger
no,pakkis
no,pikk
no,pokker
no,ræva
no,ræven
no,satan
no,shit
no,sinnsykt
no,skitt
no,sotrør
no,ståpikk
no,ståpikkene
no,ståpikker
no,svartheiteste
pl,burdel
pl,burdelmama
pl,chuj
pl,chujnia
pl,ciota
pl,cipa
pl,cyc
pl,debil
pl,dmuchać
pl,do kurwy nędzy
pl,dupa
pl,dupek
pl,duperele
pl,dziwka
pl,fiut
pl,gówno
pl,gówno prawda
pl,huj
pl,huj ci w dupę
pl,ja pierdolę
pl,jajco
pl,jajko
pl,jebany
pl,jebać
pl,kurwa
pl,kurwy
pl,kutafon
pl,kutas
pl,lizać pałę
pl,obciągać chuja
pl,obciągać fiuta
pl,obciągać loda
pl,pieprzyć
pl,pierdolec
pl,pierdolić
pl,pierdolnięty
pl,pierdolnąć
pl,pierdoła
pl,pierdzieć
pl,pizda
pl,pojeb
pl,pojebany
pl,popierdolony
pl,robic loda
pl,robić loda
pl,ruchać
pl,rzygać
pl,skurwysyn
pl,sraczka
pl,srać
pl,suka
pl,syf
pl,wkurwiać
pl,zajebisty
pt,aborto
pt,anal
pt,aranha
pt,ariano
pt,arregaçada
pt,arrombada
pt,baitola
pt,balalao
pt,bastardo
pt,benga
pt,bicha
pt,biscate
pt,boceta
pt,boob
pt,bosta
pt,braulio
pt,braulio de borracha
pt,bronha
pt,bumbum
pt,buraco
pt,burro
pt,cabrao
pt,cacete
pt,cagar
pt,camisinha
pt,caralho
pt,cerveja
pt,chochota
pt,chupar
pt,clitoris
pt,cocaína
pt,coito
pt,colhoes
pt,comer
pt,cona
pt,corno
pt,cu
pt,dar o rabo
pt,dar uma cagada
pt,dum raio
pt,esporra
pt,favelado
pt,fecal
pt,filho da puta
pt,foda
pt,foda-se
pt,foder
pt,frango assado
pt,gozar
pt,gruta
pt,heroína
pt,inferno
pt,jeba
pt,lolita
pt,mama
pt,merda
pt,paneleiro
pt,papa anjo
pt,passar um cheque
pt,pau
pt,peidar
pt,peitinhos
pt,pinto
pt,piranha
pt,piroca
pt,porra
pt,punheta
pt,punheteiro
pt,puta
pt,puta que pariu
pt,puta que te pariu
pt,pênis
pt,queca
pt,quenga
pt,racha
pt,rapariga
pt,sacanagem
pt,saco
pt,tchuntcha
pt,teta
pt,torneira
pt,transar
pt,vadia
pt,vagabunda
pt,vagina
pt,vai tomar no cu
pt,vai-te foder
pt,vara
pt,veado
pt,viado
pt,vibrador
pt,xana
pt,xochota
pt,ânus
ro,bagami-as picioarele
ro,bagami-as pula
ro,bulangiu
ro,ce pula mea
ro,coaie
ro,cocalar
ro,coi
ro,coios
ro,cur
ro,curva
ro,da-te in pula mea
ro,floc
ro,floci
ro,fut
ro,futu-te-n cur
ro,futu-ti
ro,futu-ti gura matii
ro,gaoaza
ro,gaozar
ro,in gatu matii
ro,jardea
ro,jigodie
ro,laba
ro,laba trista
ro,labagiu
ro,lindic
ro,mortii matii
ro,muie
ro,muist
ro,muista
ro,panarama
ro,pitipoanca
ro,pizda
ro,pizda matii
ro,pula
ro,sa mor eu
ro,sa mori tu
ro,sa te fut
ro,sa te fut in gura
ro,sugi pula
ro,tate
ro,traseista
ru,bychara
ru,byk
ru,chernozhopyi
ru,dolboy'eb
ru,ebalnik
ru,ebalo
ru,ebalom sch'elkat
ru,gol
ru,mudack
ru,opizdenet
ru,osto'eblo
ru,ostokhuitel'no
ru,ot'ebis
ru,otmudohat
ru,otpizdit
ru,otsosi
ru,padlo
ru,pedik
ru,perdet
ru,petuh
ru,pidar gnoinyj
ru,piz'det
ru,piz`dyulina
ru,pizd'uk
ru,pizda
ru,pizdato
ru,pizdatyi
ru,pizdetc
ru,pizdoi nakryt'sja
ru,po khuy
ru,po'imat' na konchik
ru,po'iti posrat
ru,podi ku'evo
ru,poeben
ru,poluchit pizdy
ru,pososi moyu konfetku
ru,prissat
ru,proebat
ru,promudobl'adsksya pizdopro'ebina
ru,propezdoloch
ru,prosrat
ru,raspeezdeyi
ru,raspizdatyi
ru,raz'yebuy
ru,raz'yoba
ru,s'ebat'sya
ru,shalava
ru,styervo
ru,sukin syn
ru,svodit posrat
ru,svoloch
ru,trakhat'sya
ru,trimandoblydskiy pizdoproyob
ru,u'ebitsche
ru,ubl'yudok
ru,uboy
ru,v pizdu
ru,vafl'a
ru,vafli lovit
ru,vyperdysh
ru,vzdrochennyi
ru,yeb vas
ru,za'ebat
ru,zaebis
ru,zalupa
ru,zalupat
ru,zasranetc
ru,zassat
ru,zlo'ebuchy
ru,анус
ru,бардак
ru,бздёнок
ru,блядки
ru,блядовать
ru,блядство
ru,блядь
ru,бомж
ru,бугор
ru,вагина
ru,во пизду
ru,встать раком
ru,выёбываться
ru,гандон
ru,говно
ru,говнюк
ru,голый
